0,-1.29771,0,0,-0.00310854,0,0.101824,-0.99471,-0.00134398,-0.013465,0.000100392,0.000670063,9.99672e-05,1.09797e-06,8.71874e-07,1.08759e-06,0.00274492,0.000269918,0.00274492,0.000269918,0.000100098,0.000100098,0.0001,0.0025001,0.0001,0.000800368,0.000800368,0.000800368,0.000759491,0.000759491,0.000759491,
0,-1.24113,0,0,-0.00253604,0,0.101923,-0.994702,-0.00113368,-0.0133798,0.00010048,0.000528483,9.99827e-05,1.1189e-06,7.29895e-07,1.10804e-06,0.00279736,0.00032226,0.00279736,0.00032226,0.000100119,0.000100119,0.0001,0.00250012,0.0001,0.000416934,0.000416934,0.000416934,0.000759205,0.000759205,0.000759205,
0,-1.2043,0,0,-0.00212946,0,0.10185,-0.994708,-0.00124321,-0.0134436,0.000100586,0.00043633,0.000100007,1.14389e-06,6.35033e-07,1.13269e-06,0.00286022,0.000384715,0.00286022,0.000384715,0.000100144,0.000100144,0.0001,0.00250014,0.0001,0.000282118,0.000282118,0.000282118,0.000758489,0.000758489,0.000758489,
0,-1.17842,0,0,-0.00182465,0,0.101933,-0.9947,-0.00111542,-0.0134101,0.000100693,0.000371566,0.000100035,1.16889e-06,5.66553e-07,1.15746e-06,0.00292355,0.000447235,0.00292355,0.000447235,0.000100169,0.000100169,0.0001,0.00250017,0.0001,0.000213621,0.000213621,0.000213621,0.000757138,0.000757138,0.000757138,
0,-1.15923,0,0,-0.00158687,0,0.101918,-0.994701,-0.00113437,-0.0134382,0.000100802,0.000323564,0.000100066,1.19389e-06,5.15339e-07,1.18229e-06,0.00298734,0.000509736,0.00298734,0.000509736,0.000100194,0.000100194,0.0001,0.00250019,0.0001,0.000172467,0.000172467,0.000172467,0.000754951,0.000754951,0.000754951,
0,-1.15225,0,0,0.000740172,0,0.101922,-0.994701,-0.00112453,-0.0134459,0.000100885,0.000286546,0.00010009,1.21278e-06,4.71283e-07,1.20104e-06,0.00303595,0.000556954,0.00303595,0.000556954,0.000100213,0.000100213,0.0001,0.00250021,0.0001,0.00014496,0.00014496,0.00014496,0.000752229,0.000752229,0.000752229,
0,-1.14667,0,0,0.00266328,0,0.101876,-0.994705,-0.00117592,-0.0134718,0.000100997,0.000257161,0.000100124,1.23778e-06,4.41504e-07,1.22593e-06,0.00310078,0.000619453,0.00310078,0.000619453,0.000100238,0.000100238,0.0001,0.00250024,0.0001,0.000125885,0.000125885,0.000125885,0.000748297,0.000748297,0.000748297,
0,-1.14208,0,0,0.0042822,0,0.101848,-0.994708,-0.0012214,-0.0134788,0.00010111,0.000233259,0.000100161,1.26279e-06,4.17788e-07,1.25086e-06,0.00316634,0.000681983,0.00316634,0.000681983,0.000100263,0.000100263,0.0001,0.00250026,0.0001,0.000112032,0.000112032,0.000112032,0.00074299,0.00074299,0.00074299,
0,-1.13823,0,0,0.00566563,0,0.101851,-0.994708,-0.00119847,-0.0134607,0.000101224,0.000213438,0.000100199,1.2878e-06,3.98665e-07,1.2758e-06,0.00323266,0.000744508,0.00323266,0.000744508,0.000100288,0.000100288,0.0001,0.00250029,0.0001,0.000101734,0.000101734,0.000101734,0.000736163,0.000736163,0.000736163,
0,-1.13495,0,0,0.00686243,0,0.10185,-0.994708,-0.00120921,-0.0134754,0.00010134,0.000196735,0.000100239,1.31278e-06,3.83072e-07,1.30072e-06,0.00329976,0.000806957,0.00329976,0.000806957,0.000100313,0.000100313,0.0001,0.00250031,0.0001,9.39725e-05,9.39725e-05,9.39725e-05,0.000727709,0.000727709,0.000727709,
